category,amt,city,state,lat,long,city_pop,merch_lat,merch_long,age,transaction_hour,transaction_day_of_month,transaction_month,transaction_year,transaction_day_of_week,profession_group,fraud_category_merchant,is_fraud
home,36.32,Burbank,Washington,46.1966,-118.9017,3684,45.608745,-119.50835,38,15,1,1,2019,1,Arte,2,0
home,147.47,Sacramento,California,38.5662,-121.3286,757530,38.246333,-121.033639,40,12,3,1,2019,3,Other,2,0
shopping_net,9.43,Wheaton,Missouri,36.7651,-94.0492,760,37.261322,-93.070667,35,21,27,12,2020,6,Ejecutivos,5,0
personal_care,15.59,Colorado Springs,Colorado,38.8881,-104.6556,525713,38.07837,-104.144036,28,19,28,12,2020,0,Ejecutivos,3,0
kids_pets,67.25,Sun City,California,33.7467,-117.1721,54287,34.199102,-117.010222,48,17,31,12,2020,3,Arte,2,0
shopping_net,74.25,Sun City,California,33.7467,-117.1721,54287,33.709179,-116.242451,47,23,10,1,2019,3,Arte,5,0
grocery_pos,141.17,Mesa,Idaho,44.6255,-116.4493,129,44.763139,-117.03874,54,9,6,1,2019,6,Other,5,0
gas_transport,43.15,Luray,Missouri,40.4931,-91.8912,519,39.662015,-91.369405,54,7,29,12,2020,1,Other,3,0
grocery_pos,182.81,Laramie,Wyoming,41.4247,-105.4781,35371,40.766215,-106.39636,32,5,29,12,2020,1,Other,5,0
home,77.06,Newberg,Oregon,45.3099,-122.9685,28278,45.919749,-123.941869,43,15,29,12,2020,1,Ingeniería y Técnicos,3,0
home,45.09,Riverton,Wyoming,43.0351,-108.2024,19408,42.63191,-108.178412,26,22,12,1,2019,5,Educación,0,0
shopping_pos,5.58,Tomales,California,38.2427,-122.9145,337,38.665868,-123.789876,65,6,15,1,2019,1,Salud,3,0
grocery_pos,71.27,Crownpoint,New Mexico,35.7206,-108.0271,5662,34.919261,-107.424031,30,4,20,1,2019,6,Ejecutivos,5,0
personal_care,11.05,Sacramento,California,38.5662,-121.3286,757530,38.016096,-121.29801,40,23,14,1,2019,0,Other,0,0
shopping_pos,5.13,Portland,Oregon,45.5303,-122.7033,841711,45.06924,-122.250057,57,9,25,12,2020,4,Ingeniería y Técnicos,4,0
health_fitness,25.91,Holstein,Nebraska,40.4542,-98.6538,331,39.483564,-99.245837,69,14,20,1,2019,6,Other,2,0
home,73.24,Lonetree,Wyoming,41.0552,-110.1603,49,41.321547,-111.094656,38,12,20,1,2019,6,Ingeniería y Técnicos,2,0
shopping_pos,3.14,Hawthorne,California,33.9143,-118.3493,93193,33.945965,-117.712467,25,12,29,12,2020,1,Other,4,0
kids_pets,246.56,Tomales,California,38.2427,-122.9145,337,37.447868,-123.754507,65,18,7,1,2019,0,Salud,0,0
misc_net,80.46,Jordan Valley,Oregon,42.8801,-117.281,641,43.800396,-117.256126,27,1,28,12,2020,0,Other,4,0
health_fitness,15.08,Oakland,California,37.7878,-122.1884,381459,37.042997,-123.004474,45,20,5,1,2019,5,Other,0,0
personal_care,13.95,Meridian,Idaho,43.6498,-116.4306,84106,43.556687,-115.432436,48,13,9,1,2019,2,Other,0,0
gas_transport,56.17,San Diego,California,33.0067,-117.069,1241364,33.246958,-117.704451,61,2,29,12,2020,1,Administradores,3,0
misc_pos,9.36,Conway,Washington,48.34,-122.3456,85,48.842519,-122.241071,36,17,30,12,2020,2,Ejecutivos,2,0
shopping_net,1.14,Oakland,California,37.7878,-122.1884,381459,38.150508,-122.114405,46,21,25,12,2020,4,Other,5,0
gas_transport,62.39,Littleton,Colorado,39.5994,-105.0044,320420,40.158771,-105.528174,44,3,9,1,2019,2,Ingeniería y Técnicos,3,0
kids_pets,77.7,Rock Springs,Wyoming,41.606,-109.23,27971,42.559378,-109.91984,36,15,25,12,2020,4,Salud,2,0
kids_pets,25.19,Centerview,Missouri,38.7897,-93.8702,2368,38.772201,-93.374948,31,23,29,12,2020,1,Ingeniería y Técnicos,0,0
kids_pets,56.95,Fields Landing,California,40.7268,-124.2174,276,40.408083,-125.130751,90,17,13,1,2019,6,Ingeniería y Técnicos,0,0
misc_pos,5.3,Tomales,California,38.2427,-122.9145,337,39.229692,-123.260887,66,9,29,12,2020,1,Salud,0,0
shopping_net,58.97,Tekoa,Washington,47.2271,-117.0819,895,47.295275,-117.238246,20,20,14,1,2019,0,Ingeniería y Técnicos,5,0
entertainment,14.17,Sixes,Oregon,42.825,-124.4409,217,43.127612,-124.877589,92,15,26,12,2020,5,Other,0,0
travel,8.19,Thompson,Utah,38.9999,-109.615,46,38.094395,-108.748437,33,22,30,12,2020,2,Other,0,0
shopping_pos,2.01,Manville,Wyoming,42.73,-104.7024,241,42.429079,-104.704663,39,16,20,1,2019,6,Salud,4,0
health_fitness,55.34,Daly City,California,37.6787,-122.478,107941,37.902444,-123.11347,28,16,10,1,2019,3,Other,0,0
personal_care,8.87,Greenview,California,41.5403,-122.9366,308,42.049686,-122.097644,61,22,3,1,2019,3,Ejecutivos,2,0
gas_transport,39.0,Ashford,Washington,46.7531,-121.9898,759,46.813695,-122.682808,63,9,13,1,2019,6,Other,4,0
kids_pets,1.09,Kansas City,Missouri,38.9621,-94.5959,545147,38.450367,-94.142789,33,23,24,12,2020,3,Other,2,0
personal_care,30.28,Meridian,Idaho,43.6498,-116.4306,84106,43.89611,-116.779578,48,14,16,1,2019,2,Other,0,0
entertainment,76.02,Athena,Oregon,45.8289,-118.4971,1302,46.17972,-117.829214,44,22,28,12,2020,0,Other,0,0
grocery_pos,101.26,Gardiner,Oregon,43.7857,-124.1437,260,44.743825,-124.561918,64,4,28,12,2020,0,Ingeniería y Técnicos,4,0
food_dining,9.26,Wheaton,Missouri,36.7651,-94.0492,760,37.180658,-93.16367,35,21,27,12,2020,6,Ejecutivos,3,0
shopping_net,4.39,Red River,New Mexico,36.6659,-105.4694,606,36.974082,-105.223962,32,23,27,12,2020,6,Other,5,0
shopping_net,4.8,Conway,Washington,48.34,-122.3456,85,48.122665,-121.521115,35,13,12,1,2019,5,Ejecutivos,5,0
shopping_net,8.86,Sutherland,Nebraska,41.1558,-101.136,1789,41.850871,-101.05985,38,16,28,12,2020,0,Other,5,0
home,45.63,Conway,Washington,48.34,-122.3456,85,48.791108,-123.048524,35,20,16,1,2019,2,Ejecutivos,0,0
shopping_pos,288.41,Newhall,California,34.3795,-118.523,34882,34.160652,-118.460022,49,18,27,12,2020,6,Other,2,0
shopping_net,55.64,Newhall,California,34.3795,-118.523,34882,34.765739,-117.803933,49,17,27,12,2020,6,Other,2,0
home,60.23,Meadville,Missouri,39.7795,-93.3014,964,39.250838,-92.505401,45,12,10,1,2019,3,Ejecutivos,2,0
misc_pos,3.75,Greenview,California,41.5403,-122.9366,308,41.991769,-122.337845,61,5,8,1,2019,1,Ejecutivos,5,0
grocery_net,41.51,Espanola,New Mexico,35.9866,-106.0654,18408,36.361596,-107.003424,47,8,1,1,2019,1,Ejecutivos,0,0
personal_care,219.34,Conway,Washington,48.34,-122.3456,85,49.169689,-122.433407,35,20,20,1,2019,6,Ejecutivos,3,0
grocery_pos,85.6,Santa Monica,California,34.0287,-118.4924,92043,34.651932,-119.236428,59,3,29,12,2020,1,Ingeniería y Técnicos,5,0
entertainment,8.02,Huslia,Alaska,65.6899,-156.292,277,66.646051,-156.505587,55,22,26,12,2020,5,Ingeniería y Técnicos,2,0
health_fitness,91.82,Yellowstone National Park,Wyoming,44.7957,-110.6137,369,45.415753,-110.199473,79,14,29,12,2020,1,Ingeniería y Técnicos,0,0
kids_pets,33.12,Azusa,California,34.1248,-117.9031,59705,34.838901,-118.033576,36,23,6,1,2019,6,Other,3,0
gas_transport,80.93,Browning,Missouri,40.029,-93.1607,602,39.456203,-93.920144,66,6,29,12,2020,1,Other,3,0
personal_care,44.38,Phoenix,Arizona,33.5623,-112.0559,1312922,33.189314,-112.782775,38,23,8,1,2019,1,Other,2,0
grocery_net,59.98,Red River,New Mexico,36.6659,-105.4694,606,37.173494,-104.865867,31,7,15,1,2019,1,Other,0,0
gas_transport,73.84,Meridian,Idaho,43.6498,-116.4306,84106,43.537297,-117.2063,48,3,14,1,2019,0,Other,3,0
shopping_net,1.54,Centerview,Missouri,38.7897,-93.8702,2368,39.302022,-94.022395,30,22,18,1,2019,4,Ingeniería y Técnicos,5,0
shopping_net,83.35,Grenada,California,41.6125,-122.5258,589,42.445511,-121.709105,75,10,28,12,2020,0,Other,4,0
misc_net,9.78,Glendale,California,34.1556,-118.2322,172817,33.541121,-118.071068,37,7,20,1,2019,6,Other,5,0
misc_pos,6.8,North Loup,Nebraska,41.4972,-98.7858,509,40.80996,-99.280008,39,14,3,1,2019,3,Salud,3,0
misc_pos,7.16,Manville,Wyoming,42.73,-104.7024,241,41.889712,-105.35822,40,13,31,12,2020,3,Salud,2,0
home,89.46,Fiddletown,California,38.5234,-120.6763,832,38.001725,-121.617641,32,18,3,1,2019,3,Ejecutivos,2,0
shopping_pos,141.16,Kissee Mills,Missouri,36.6704,-93.0377,1201,36.191034,-93.546446,40,9,28,12,2020,0,Ingeniería y Técnicos,5,0
grocery_pos,112.06,Gardiner,Oregon,43.7857,-124.1437,260,44.306363,-124.558573,63,9,8,1,2019,1,Ingeniería y Técnicos,5,0
home,17.01,Fields Landing,California,40.7268,-124.2174,276,40.081942,-124.965981,91,18,28,12,2020,0,Ingeniería y Técnicos,2,0
grocery_pos,100.05,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.402223,-109.215822,43,3,15,1,2019,1,Other,4,0
food_dining,44.35,Utica,Missouri,39.7417,-93.6289,271,39.056486,-93.988839,47,15,21,1,2019,0,Other,0,0
grocery_net,89.69,Hawthorne,California,33.9143,-118.3493,93193,33.150747,-118.884086,25,1,25,12,2020,4,Other,0,0
home,10.16,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.11581,-108.808064,34,21,28,12,2020,0,Ejecutivos,2,0
health_fitness,14.58,Norwalk,California,33.9056,-118.0818,105549,33.553751,-118.891364,46,12,4,1,2019,4,Other,2,0
health_fitness,42.21,Pueblo,Colorado,38.2352,-104.66,151815,37.260733,-103.874831,32,17,31,12,2020,3,Educación,4,0
personal_care,29.67,Weeping Water,Nebraska,40.8731,-96.1528,1517,41.540611,-97.010347,69,14,27,12,2020,6,Other,2,0
grocery_pos,95.61,Portland,Oregon,45.5303,-122.7033,841711,46.046949,-123.537622,56,1,4,1,2019,4,Ingeniería y Técnicos,5,0
home,54.63,Norwalk,California,33.9056,-118.0818,105549,34.129338,-118.978177,46,19,14,1,2019,0,Other,2,0
gas_transport,32.6,Browning,Missouri,40.029,-93.1607,602,39.335685,-92.982647,65,5,1,1,2019,1,Other,2,0
shopping_pos,7.91,Phoenix,Arizona,33.5623,-112.0559,1312922,33.599799,-112.965544,39,14,28,12,2020,0,Other,4,0
entertainment,445.83,Meridian,Idaho,43.6498,-116.4306,84106,43.024916,-116.776412,48,18,14,1,2019,0,Other,0,0
entertainment,50.86,Mesa,Idaho,44.6255,-116.4493,129,44.356983,-116.415754,54,20,20,1,2019,6,Other,3,0
misc_net,1.05,Blairsden-Graeagle,California,39.8127,-120.6405,1725,39.569989,-120.634441,53,6,25,12,2020,4,Ejecutivos,3,0
health_fitness,118.27,Carlotta,California,40.507,-123.9743,1139,39.568061,-124.213088,68,15,18,1,2019,4,Salud,0,0
entertainment,4.46,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,33.413499,-104.991543,53,18,31,12,2020,3,Other,0,0
grocery_pos,149.09,Brainard,Nebraska,41.1832,-96.9882,614,40.758713,-96.203806,52,1,6,1,2019,6,Other,5,0
misc_pos,9.29,Honokaa,Hawaii,20.0827,-155.488,4878,19.337297,-154.734379,54,7,29,12,2020,1,Salud,2,0
travel,9.01,Carlotta,California,40.507,-123.9743,1139,41.068274,-123.304204,69,12,26,12,2020,5,Salud,0,0
health_fitness,13.4,Centerview,Missouri,38.7897,-93.8702,2368,38.143762,-93.4437,31,18,29,12,2020,1,Ingeniería y Técnicos,0,0
gas_transport,53.48,Matthews,Missouri,36.7154,-89.6287,1019,36.07984,-89.886838,41,10,27,12,2020,6,Ingeniería y Técnicos,2,0
grocery_pos,114.41,Redford,Missouri,37.3272,-91.0243,241,38.275863,-91.565324,45,0,13,1,2019,6,Other,5,0
shopping_net,68.9,Wheaton,Missouri,36.7651,-94.0492,760,36.82921,-93.477363,34,17,16,1,2019,2,Ejecutivos,5,0
health_fitness,28.82,Westerville,Nebraska,41.4193,-99.3844,73,42.156667,-99.369129,85,21,25,12,2020,4,Arte,4,0
personal_care,65.75,Sun City,California,33.7467,-117.1721,54287,33.06418,-117.830145,47,18,14,1,2019,0,Arte,0,0
gas_transport,52.04,Manley,Nebraska,40.9207,-96.168,206,41.691126,-96.143938,53,5,31,12,2020,3,Ejecutivos,3,0
kids_pets,15.55,Howells,Nebraska,41.6964,-96.9858,1063,40.749493,-97.85998,92,19,28,12,2020,0,Ingeniería y Técnicos,2,0
home,11.63,Stayton,Oregon,44.8021,-122.7624,9587,44.087354,-122.857921,51,23,14,1,2019,0,Ingeniería y Técnicos,3,0
gas_transport,78.53,Iliff,Colorado,40.7692,-103.0968,648,40.634976,-102.869322,51,11,29,12,2020,1,Other,2,0
personal_care,47.51,Wheaton,Missouri,36.7651,-94.0492,760,36.832348,-94.462476,34,12,15,1,2019,1,Ejecutivos,2,0
shopping_pos,8.89,Newhall,California,34.3795,-118.523,34882,34.342868,-118.541171,48,21,5,1,2019,5,Other,5,0
gas_transport,87.55,Redford,Missouri,37.3272,-91.0243,241,36.915931,-90.782405,45,11,17,1,2019,3,Other,4,0
gas_transport,70.73,Matthews,Missouri,36.7154,-89.6287,1019,35.768686,-89.22903,41,11,30,12,2020,2,Ingeniería y Técnicos,0,0
personal_care,92.34,Centerview,Missouri,38.7897,-93.8702,2368,38.994976,-94.295957,30,21,5,1,2019,5,Ingeniería y Técnicos,2,0
shopping_net,2.86,Carlotta,California,40.507,-123.9743,1139,40.965619,-123.523416,69,8,28,12,2020,0,Salud,4,0
shopping_pos,12.29,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.845347,-93.508367,32,23,28,12,2020,0,Other,0,0
food_dining,20.17,Manville,Wyoming,42.73,-104.7024,241,42.601793,-104.957963,39,12,15,1,2019,1,Salud,0,0
misc_net,43.07,Tekoa,Washington,47.2271,-117.0819,895,46.570417,-116.267455,21,13,27,12,2020,6,Ingeniería y Técnicos,5,0
kids_pets,42.61,Centerview,Missouri,38.7897,-93.8702,2368,38.954821,-94.284447,30,16,19,1,2019,5,Ingeniería y Técnicos,3,0
personal_care,1.89,Mesa,Idaho,44.6255,-116.4493,129,45.538394,-116.200013,54,19,2,1,2019,2,Other,3,0
grocery_pos,215.12,Colorado Springs,Colorado,38.8881,-104.6556,525713,38.706011,-103.916244,28,3,26,12,2020,5,Ejecutivos,3,0
shopping_pos,5.25,Iliff,Colorado,40.7692,-103.0968,648,41.593636,-102.414315,51,3,31,12,2020,3,Other,4,0
food_dining,46.26,Burbank,Washington,46.1966,-118.9017,3684,45.480658,-118.160204,39,15,31,12,2020,3,Arte,0,0
food_dining,66.7,Phoenix,Arizona,33.5623,-112.0559,1312922,32.674727,-112.497024,38,18,1,1,2019,1,Other,3,0
kids_pets,10.38,Independence,Missouri,39.1412,-94.3515,123373,38.166075,-94.336402,27,12,11,1,2019,4,Ingeniería y Técnicos,0,0
shopping_pos,136.72,Helm,California,36.4992,-120.0936,123,35.876408,-119.499858,46,23,21,1,2019,0,Educación,4,0
home,125.36,Redford,Missouri,37.3272,-91.0243,241,36.909725,-90.31745,46,19,30,12,2020,2,Other,4,0
shopping_pos,8.97,Albuquerque,New Mexico,35.0561,-106.5506,641349,35.795787,-105.888024,53,11,28,12,2020,0,Ejecutivos,5,0
gas_transport,76.04,Mesa,Idaho,44.6255,-116.4493,129,44.953511,-116.968042,55,5,26,12,2020,5,Other,0,0
entertainment,202.79,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,33.082574,-104.887925,53,8,29,12,2020,1,Other,2,0
home,55.49,Red River,New Mexico,36.6659,-105.4694,606,36.242253,-105.19215,31,16,15,1,2019,1,Other,2,0
shopping_net,78.56,Alva,Wyoming,44.6873,-104.4414,110,44.678642,-104.128312,46,4,1,1,2019,1,Administradores,3,0
entertainment,20.03,Manley,Nebraska,40.9207,-96.168,206,41.880018,-96.576968,53,21,30,12,2020,2,Ejecutivos,3,0
kids_pets,12.9,Tekoa,Washington,47.2271,-117.0819,895,47.154839,-116.375102,20,20,5,1,2019,5,Ingeniería y Técnicos,3,0
travel,457.75,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.698472,-108.161235,43,12,21,1,2019,0,Other,3,0
food_dining,28.65,Eugene,Oregon,44.0385,-123.0614,191096,44.526757,-123.695801,56,16,26,12,2020,5,Ingeniería y Técnicos,0,0
entertainment,11.02,Parker,Colorado,39.5102,-104.7216,84861,39.492378,-103.733917,88,9,29,12,2020,1,Ingeniería y Técnicos,0,0
shopping_pos,9.39,Conway,Washington,48.34,-122.3456,85,47.732046,-123.122573,36,16,29,12,2020,1,Ejecutivos,4,0
health_fitness,17.25,Brashear,Missouri,40.1959,-92.4333,805,39.85788,-93.251209,50,17,27,12,2020,6,Educación,2,0
personal_care,14.71,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,33.504037,-105.202273,52,15,16,1,2019,2,Other,4,0
food_dining,9.77,Jelm,Wyoming,41.0539,-106.0763,100,40.212289,-105.760965,45,21,8,1,2019,1,Other,0,0
shopping_pos,7.18,Howells,Nebraska,41.6964,-96.9858,1063,41.038024,-97.055703,92,8,29,12,2020,1,Ingeniería y Técnicos,4,0
shopping_net,6.32,Llano,New Mexico,36.1486,-105.6648,247,36.867679,-105.042958,58,3,1,1,2019,1,Ingeniería y Técnicos,5,0
kids_pets,36.82,Newhall,California,34.3795,-118.523,34882,33.695592,-117.965069,48,14,7,1,2019,0,Other,2,0
food_dining,130.22,Blairstown,Missouri,38.5319,-93.9221,467,37.830131,-93.977754,69,13,3,1,2019,3,Ejecutivos,4,0
grocery_pos,116.36,Wales,Alaska,64.7556,-165.6723,145,64.901895,-166.133645,80,8,14,1,2019,0,Administradores,5,0
misc_pos,4.08,Paradise Valley,Arizona,33.5494,-111.9565,17047,32.559682,-112.412062,84,5,12,1,2019,5,Other,2,0
kids_pets,22.85,Napa,California,38.4549,-122.2564,94014,37.768365,-121.614471,34,22,15,1,2019,1,Other,2,0
home,78.59,Parks,Arizona,35.2563,-111.95,759,36.009871,-112.288684,62,18,7,1,2019,0,Ingeniería y Técnicos,0,0
health_fitness,90.32,Vinton,California,40.0235,-120.7986,128,40.587735,-121.768905,53,16,7,1,2019,0,Administradores,2,0
gas_transport,33.92,Carlotta,California,40.507,-123.9743,1139,39.998861,-123.241297,69,11,25,12,2020,4,Salud,4,0
shopping_pos,134.35,Helm,California,36.4992,-120.0936,123,36.503516,-119.440498,47,5,31,12,2020,3,Educación,3,0
shopping_pos,87.19,Kent,Oregon,45.0838,-120.6649,60,44.413258,-120.578974,77,11,11,1,2019,4,Ejecutivos,2,0
misc_net,183.21,Tekoa,Washington,47.2271,-117.0819,895,48.17257,-116.397625,20,16,6,1,2019,6,Ingeniería y Técnicos,5,0
kids_pets,48.75,Holstein,Nebraska,40.4542,-98.6538,331,40.353942,-99.309109,69,21,4,1,2019,4,Other,0,0
grocery_pos,87.07,Broomfield,Colorado,39.8854,-105.1139,92337,40.273585,-104.562952,52,2,8,1,2019,1,Ingeniería y Técnicos,5,0
food_dining,21.18,Phoenix,Arizona,33.5623,-112.0559,1312922,33.168951,-111.391547,38,13,21,1,2019,0,Other,3,0
misc_net,6.35,Riverton,Wyoming,43.0351,-108.2024,19408,43.643023,-107.406961,27,4,28,12,2020,0,Educación,4,0
shopping_pos,5.23,Fullerton,Nebraska,41.366,-98.0054,1749,41.532977,-98.788008,46,19,12,1,2019,5,Other,4,0
food_dining,53.97,Athena,Oregon,45.8289,-118.4971,1302,45.101842,-118.35613,44,15,28,12,2020,0,Other,0,0
entertainment,11.27,San Diego,California,33.0067,-117.069,1241364,33.628639,-116.566535,60,11,15,1,2019,1,Administradores,2,0
gas_transport,58.64,Burlington,Washington,48.4786,-122.3345,14871,48.538982,-121.744509,46,7,29,12,2020,1,Ejecutivos,3,0
misc_pos,18.52,Rock Springs,Wyoming,41.606,-109.23,27971,42.596435,-108.28947,36,2,28,12,2020,0,Salud,3,0
personal_care,82.57,Arnold,Missouri,38.4305,-90.387,35439,37.553363,-91.353462,35,22,29,12,2020,1,Other,2,0
travel,5.23,Fields Landing,California,40.7268,-124.2174,276,40.085624,-124.181849,91,13,28,12,2020,0,Ingeniería y Técnicos,4,0
travel,8.34,Indian Wells,California,33.7163,-116.3381,4677,33.684161,-116.079511,64,13,10,1,2019,3,Other,0,0
misc_net,46.93,Superior,Arizona,33.2887,-111.0985,2872,33.387878,-112.00374,32,3,13,1,2019,6,Ingeniería y Técnicos,5,0
shopping_pos,7.65,Conway,Washington,48.34,-122.3456,85,48.636715,-121.511029,35,20,8,1,2019,1,Ejecutivos,3,0
grocery_net,50.41,Hooper,Nebraska,41.6414,-96.5232,1745,42.035462,-96.417532,47,6,28,12,2020,0,Ingeniería y Técnicos,0,0
gas_transport,47.85,Manley,Nebraska,40.9207,-96.168,206,41.63275,-96.373103,52,1,17,1,2019,3,Ejecutivos,2,0
misc_pos,192.06,Wendel,California,40.3406,-120.2824,104,40.986352,-120.99513,30,13,15,1,2019,1,Educación,4,0
personal_care,10.28,Rocky Mount,Missouri,38.2911,-92.7059,1847,39.133583,-92.0917,31,17,16,1,2019,2,Other,0,0
shopping_net,830.28,Arnold,Missouri,38.4305,-90.387,35439,38.184572,-89.951416,35,21,27,12,2020,6,Other,5,0
health_fitness,95.79,Howells,Nebraska,41.6964,-96.9858,1063,40.857899,-97.163879,92,18,29,12,2020,1,Ingeniería y Técnicos,0,0
personal_care,51.79,Holstein,Nebraska,40.4542,-98.6538,331,40.496551,-99.317671,69,16,13,1,2019,6,Other,4,0
personal_care,44.67,North Loup,Nebraska,41.4972,-98.7858,509,42.320963,-99.585988,39,16,14,1,2019,0,Salud,3,0
personal_care,66.26,Saint Louis,Missouri,38.6171,-90.4504,927396,38.123199,-90.844945,60,16,27,12,2020,6,Other,0,0
shopping_net,7.22,Red River,New Mexico,36.6659,-105.4694,606,36.60063,-104.49994,31,23,19,1,2019,5,Other,5,0
grocery_pos,100.02,Centerview,Missouri,38.7897,-93.8702,2368,38.889016,-93.075672,30,10,13,1,2019,6,Ingeniería y Técnicos,5,0
shopping_pos,10.39,Sutherland,Nebraska,41.1558,-101.136,1789,40.356475,-101.124344,37,15,16,1,2019,2,Other,4,0
entertainment,22.91,Freedom,Wyoming,43.0172,-111.0292,471,42.720734,-110.051454,53,19,26,12,2020,5,Ejecutivos,2,0
misc_net,14.74,Kansas City,Missouri,38.9621,-94.5959,545147,39.83462,-94.28881,33,0,30,12,2020,2,Other,5,0
home,68.8,American Fork,Utah,40.3928,-111.7941,42384,40.731459,-111.017541,27,13,10,1,2019,3,Other,3,0
shopping_net,6.36,Luray,Missouri,40.4931,-91.8912,519,41.225666,-91.560351,53,3,6,1,2019,6,Other,5,0
shopping_pos,7.42,Riverton,Wyoming,43.0351,-108.2024,19408,43.062017,-108.018195,27,18,30,12,2020,2,Educación,4,0
gas_transport,56.45,Sutherland,Nebraska,41.1558,-101.136,1789,41.487025,-102.039565,38,9,26,12,2020,5,Other,3,0
shopping_net,9.67,Phoenix,Arizona,33.8155,-112.1202,1312922,34.402903,-111.929087,20,19,15,1,2019,1,Salud,4,0
personal_care,126.68,Hooper,Nebraska,41.6414,-96.5232,1745,42.003508,-96.800535,47,22,24,12,2020,3,Ingeniería y Técnicos,3,0
travel,5.56,Lowell,Oregon,43.921,-122.7806,1420,44.806908,-122.644792,55,23,26,12,2020,5,Other,0,0
shopping_net,323.98,Phoenix,Arizona,33.5623,-112.0559,1312922,32.916622,-112.004835,38,21,11,1,2019,4,Other,5,0
shopping_pos,6.13,Brashear,Missouri,40.1959,-92.4333,805,39.846445,-93.119715,49,4,7,1,2019,0,Educación,4,0
entertainment,66.99,Phoenix,Arizona,33.5623,-112.0559,1312922,34.437626,-111.280441,38,17,12,1,2019,5,Other,0,0
grocery_pos,78.84,Wheaton,Missouri,36.7651,-94.0492,760,36.722219,-94.285951,35,1,27,12,2020,6,Ejecutivos,5,0
misc_pos,29.62,Lakeport,California,39.047,-122.9328,11256,39.275522,-122.068108,47,11,6,1,2019,6,Other,3,0
grocery_pos,87.57,Paradise Valley,Arizona,33.5494,-111.9565,17047,32.958549,-112.268724,84,6,8,1,2019,1,Other,4,0
misc_net,11.69,Mesa,Idaho,44.6255,-116.4493,129,45.331411,-117.279228,55,5,29,12,2020,1,Other,4,0
gas_transport,54.74,Scotts Mills,Oregon,44.9897,-122.6187,1252,45.304215,-121.772218,83,6,29,12,2020,1,Ingeniería y Técnicos,3,0
misc_pos,90.93,Tekoa,Washington,47.2271,-117.0819,895,47.052649,-116.99706,21,22,27,12,2020,6,Ingeniería y Técnicos,0,0
home,70.62,Ravenna,Nebraska,41.0233,-98.9041,2202,40.312491,-98.288062,46,19,31,12,2020,3,Other,3,0
gas_transport,79.79,Centerview,Missouri,38.7897,-93.8702,2368,39.201637,-94.236392,31,0,31,12,2020,3,Ingeniería y Técnicos,3,0
